BirdLife,eBird,Incu1,Incu2,Fldg1,Fldg2,Incu_Sex
Scleroptila whytei,Scleroptila whytei,,,,,
Tetraogallus tibetanus,Tetraogallus tibetanus,,,,,
Tetraogallus altaicus,Tetraogallus altaicus,28,28,,,F
Tetraogallus caucasicus,Tetraogallus caucasicus,28,,,,F
Tetraogallus caspius,Tetraogallus caspius,28,29,15,20,F
Tetraogallus himalayensis,Tetraogallus himalayensis,30,,,,F
Ammoperdix griseogularis,Ammoperdix griseogularis,21,,,,F
Ammoperdix heyi,Ammoperdix heyi,21,24,9,20,F
Synoicus ypsilophorus,Synoicus ypsilophorus,21,22,10,17,F
Anurophasis monorthonyx,Synoicus monorthonyx,,,,,
Synoicus chinensis,Synoicus chinensis,16,18,28,,F
Synoicus adansonii,Synoicus adansonii,,,,,F
Margaroperdix madagarensis,Margaroperdix madagarensis,18,19,,,F
Coturnix coturnix,Coturnix coturnix,17,20,19,19,F
Coturnix japonica,Coturnix japonica,16,21,,,
Coturnix delegorguei,Coturnix delegorguei,14,18,5,,F
Coturnix coromandelica,Coturnix coromandelica,18,19,,,F
Coturnix pectoralis,Coturnix pectoralis,18,21,16,,F
Coturnix novaezelandiae,Coturnix novaezelandiae,,,,,
Alectoris barbara,Alectoris barbara,24,25,55,55,F
Alectoris melanocephala,Alectoris melanocephala,24,25,,,B
Alectoris rufa,Alectoris rufa,23,24,10,55,B
Alectoris chukar,Alectoris chukar,22,25,50,50,B
Alectoris graeca,Alectoris graeca,24,26,,,F
Alectoris philbyi,Alectoris philbyi,25,,,,
Alectoris magna,Alectoris magna,22,24,,,F
Perdicula asiatica,Perdicula asiatica,16,22,,,F
Perdicula argoondah,Perdicula argoondah,16,18,,,F
Perdicula erythrorhyncha,Perdicula erythrorhyncha,16,18,,,F
Perdicula manipurensis,Perdicula manipurensis,,,,,
Ophrysia superciliosa,Ophrysia superciliosa,,,,,
Pternistis hartlaubi,Pternistis hartlaubi,,,,,
Pternistis camerunensis,Pternistis camerunensis,,,,,
Pternistis nobilis,Pternistis nobilis,,,,,
Pternistis castaneicollis,Pternistis castaneicollis,,,,,
Pternistis atrifrons,,,,,,
Pternistis erckelii,Pternistis erckelii,,,,,
Pternistis ochropectus,Pternistis ochropectus,,,,,
Pternistis swierstrai,Pternistis swierstrai,,,,,
Pternistis ahantensis,Pternistis ahantensis,,,,,
Pternistis griseostriatus,Pternistis griseostriatus,,,,,
Pternistis jacksoni,Pternistis jacksoni,,,,,
Pternistis adspersus,Pternistis adspersus,22,,,,
Pternistis capensis,Pternistis capensis,22,25,,,F
Pternistis natalensis,Pternistis natalensis,20,,,,F
Pternistis hildebrandti,Pternistis hildebrandti,,,,,
Pternistis bicalcaratus,Pternistis bicalcaratus,,,,,
Pternistis squamatus,Pternistis squamatus,,,,,
Pternistis icterorhynchus,Pternistis icterorhynchus,,,,,
Pternistis clappertoni,Pternistis clappertoni,,,,,
Pternistis harwoodi,Pternistis harwoodi,,,,,
Pternistis swainsonii,Pternistis swainsonii,21,23,10,,F
Pternistis leucoscepus,Pternistis leucoscepus,18,20,,,
Pternistis rufopictus,Pternistis rufopictus,,,,,
Pternistis afer,Pternistis afer,23,,10,,
Eurostopodus argus,Eurostopodus argus,29,33,30,,B
Eurostopodus mystacalis,Eurostopodus mystacalis,22,28,31,,F
Eurostopodus nigripennis,Eurostopodus nigripennis,,,,,
Eurostopodus exul,Eurostopodus exul,,,,,
Eurostopodus diabolicus,Eurostopodus diabolicus,,,,,
Eurostopodus papuensis,Eurostopodus papuensis,,,,,F
Eurostopodus archboldi,Eurostopodus archboldi,,,,,
Lyncornis temminckii,Lyncornis temminckii,,,,,
Lyncornis macrotis,Lyncornis macrotis,,,,,
Gactornis enarratus,Gactornis enarratus,,,,,
Chordeiles nacunda,Chordeiles nacunda,,,,,
Chordeiles pusillus,Chordeiles pusillus,,,,,
Chordeiles rupestris,Chordeiles rupestris,21,,,,
Chordeiles acutipennis,Chordeiles acutipennis,18,19,21,,F
Chordeiles minor,Chordeiles minor,16,20,25,30,F
Chordeiles gundlachii,Chordeiles gundlachii,19,,,,F
Lurocalis semitorquatus,Lurocalis semitorquatus,22,,24,,
Lurocalis rufiventris,Lurocalis rufiventris,,,,,
Nyctiprogne leucopyga,Nyctiprogne leucopyga,,,,,
Nyctiprogne vielliardi,Nyctiprogne vielliardi,,,,,
Nyctipolus nigrescens,Nyctipolus nigrescens,17,22,14,18,B
Nyctipolus hirundinaceus,Nyctipolus hirundinaceus,,,,,B
Nyctidromus albicollis,Nyctidromus albicollis,19,20,21,25,B
Nyctidromus anthonyi,Nyctidromus anthonyi,,,,,
Setopagis heterura,Setopagis heterura,,,,,B
Setopagis parvula,Setopagis parvula,17,,14,16,B
Setopagis whitelyi,Tepuiornis whitelyi,14,,,,B
Setopagis maculosa,Setopagis maculosa,,,,,
Eleothreptus anomalus,Eleothreptus anomalus,,,,,
Eleothreptus candicans,Eleothreptus candicans,19,,19,20,F
Systellura longirostris,Systellura longirostris,,,,,
Systellura roraimae,,,,,,
Systellura decussata,Quechuavis decussata,,,,,
Uropsalis segmentata,Uropsalis segmentata,,,,,F
Uropsalis lyra,Uropsalis lyra,,,,,F
Hydropsalis cayennensis,Hydropsalis cayennensis,,,,,F
Hydropsalis maculicaudus,Antiurus maculicaudus,,,,,
Hydropsalis climacocerca,Hydropsalis climacocerca,,,,,
Hydropsalis torquata,Hydropsalis torquata,,,,,B
Macropsalis forcipata,Macropsalis forcipata,,,,,F
Siphonorhis brewsteri,Siphonorhis brewsteri,,,,,
Siphonorhis americana,Siphonorhis americana,,,,,
Nyctiphrynus rosenbergi,Nyctiphrynus rosenbergi,,,,,
Nyctiphrynus mcleodii,Nyctiphrynus mcleodii,,,,,
Nyctiphrynus yucatanicus,Nyctiphrynus yucatanicus,,,,,
Nyctiphrynus ocellatus,Nyctiphrynus ocellatus,19,21,,,B
Phalaenoptilus nuttallii,Phalaenoptilus nuttallii,20,21,20,23,B
Antrostomus carolinensis,Antrostomus carolinensis,20,,16,,F
Antrostomus rufus,Antrostomus rufus,,,,,F
Antrostomus cubanensis,Antrostomus cubanensis,,,,,B
Antrostomus ekmani,Antrostomus ekmani,,,,,
Antrostomus salvini,Antrostomus salvini,,,,,
Antrostomus badius,Antrostomus badius,,,,,
Antrostomus sericocaudatus,Antrostomus sericocaudatus,18,,11,12,B
Antrostomus ridgwayi,Antrostomus ridgwayi,,,,,
Antrostomus vociferus,Antrostomus vociferus,19,21,15,,B
Antrostomus arizonae,Antrostomus arizonae,,,,,B
Antrostomus noctitherus,Antrostomus noctitherus,18,20,14,,B
Antrostomus saturatus,Antrostomus saturatus,,,,,
Veles binotatus,Veles binotatus,,,,,
Caprimulgus ruficollis,Caprimulgus ruficollis,14,19,16,18,F
Caprimulgus indicus,Caprimulgus indicus,16,19,17,,F
Caprimulgus jotaka,Caprimulgus jotaka,16,19,17,,F
Caprimulgus phalaena,Caprimulgus phalaena,,,,,
Caprimulgus europaeus,Caprimulgus europaeus,17,21,16,17,B
Caprimulgus fraenatus,Caprimulgus fraenatus,,,,,F
Caprimulgus rufigena,Caprimulgus rufigena,15,17,18,20,
Caprimulgus aegyptius,Caprimulgus aegyptius,,,28,,F
Caprimulgus mahrattensis,Caprimulgus mahrattensis,17,18,,,F
Caprimulgus nubicus,Caprimulgus nubicus,,,,,
Caprimulgus eximius,Caprimulgus eximius,,,,,
Caprimulgus atripennis,Caprimulgus atripennis,,,,,B
Caprimulgus macrurus,Caprimulgus macrurus,16,22,14,35,F
Caprimulgus meesi,Caprimulgus meesi,,,,,
,Caprimulgus ritae,,,,,
Caprimulgus andamanicus,Caprimulgus andamanicus,,,,,F
Caprimulgus manillensis,Caprimulgus manillensis,,,,,
Caprimulgus celebensis,Caprimulgus celebensis,,,,,
Caprimulgus donaldsoni,Caprimulgus donaldsoni,,,,,
Caprimulgus pectoralis,Caprimulgus pectoralis,18,,18,,F
Caprimulgus poliocephalus,Caprimulgus poliocephalus,,,,,F
Caprimulgus asiaticus,Caprimulgus asiaticus,,,,,B
Caprimulgus madagascariensis,Caprimulgus madagascariensis,,,,,F
Caprimulgus natalensis,Caprimulgus natalensis,,20,,,B
Caprimulgus solala,Caprimulgus solala,,,,,
Caprimulgus inornatus,Caprimulgus inornatus,,,,,
Caprimulgus stellatus,Caprimulgus stellatus,,,,,
Caprimulgus affinis,Caprimulgus affinis,,,,,B
,Caprimulgus griseatus,,,,,
Caprimulgus tristigma,Caprimulgus tristigma,17,19,20,,F
Caprimulgus concretus,Caprimulgus concretus,,,,,
Caprimulgus pulchellus,Caprimulgus pulchellus,,,,,
Caprimulgus prigoginei,Caprimulgus prigoginei,,,,,
Caprimulgus batesi,Caprimulgus batesi,,,,,
Caprimulgus climacurus,Caprimulgus climacurus,,,,,
Caprimulgus clarus,Caprimulgus clarus,,,,,
Caprimulgus fossii,Caprimulgus fossii,14,17,,,F
Caprimulgus longipennis,Caprimulgus longipennis,,,,,F
Caprimulgus vexillarius,Caprimulgus vexillarius,15,18,,,F
Steatornis caripensis,Steatornis caripensis,32,35,88,125,B
Phyllaemulor bracteatus,Phyllaemulor bracteatus,,,,,B
Nyctibius grandis,Nyctibius grandis,,,55,,B
Nyctibius aethereus,Nyctibius aethereus,21,28,17,29,
Nyctibius jamaicensis,Nyctibius jamaicensis,,,,,B
Nyctibius griseus,Nyctibius griseus,30,33,40,47,B
Nyctibius maculosus,Nyctibius maculosus,,,,,
Nyctibius leucopterus,Nyctibius leucopterus,33,,,,
Podargus ocellatus,Podargus ocellatus,,,,,B
Podargus papuensis,Podargus papuensis,,,,,B
Podargus strigoides,Podargus strigoides,28,32,25,35,B
Rigidipenna inexpectata,Rigidipenna inexpectata,,,,,
Batrachostomus auritus,Batrachostomus auritus,,,,,
Batrachostomus harterti,Batrachostomus harterti,17,,35,35,
Batrachostomus septimus,Batrachostomus septimus,,,,,
Batrachostomus stellatus,Batrachostomus stellatus,,,,,
Batrachostomus moniliger,Batrachostomus moniliger,,,,,B
Batrachostomus hodgsoni,Batrachostomus hodgsoni,,,,,B
Batrachostomus poliolophus,Batrachostomus poliolophus,,,,,B
Batrachostomus mixtus,Batrachostomus mixtus,,,,,
Batrachostomus javensis,Batrachostomus javensis,,,,,B
,Batrachostomus affinis,,,,,
,Batrachostomus chaseni,,,,,M
Batrachostomus cornutus,Batrachostomus cornutus,,,,,
Aegotheles insignis,Aegotheles insignis,,,,,
Aegotheles tatei,Aegotheles tatei,,,,,
Aegotheles crinifrons,Aegotheles crinifrons,,,,,
Aegotheles wallacii,Aegotheles wallacii,,,,,
Aegotheles archboldi,,,,,,
Aegotheles albertisi,Aegotheles albertisi,,,,,
Aegotheles savesi,Aegotheles savesi,,,,,
Aegotheles bennettii,Aegotheles bennettii,,,,,
Aegotheles affinis,Aegotheles affinis,,,,,
,Aegotheles terborghi,,,,,
Aegotheles cristatus,Aegotheles cristatus,25,27,21,32,B
Hemiprocne coronata,Hemiprocne coronata,,,28,,B
Hemiprocne longipennis,Hemiprocne longipennis,,,,,B
Hemiprocne comata,Hemiprocne comata,21,,28,,B
Hemiprocne mystacea,Hemiprocne mystacea,,,,,B
Cypseloides cherriei,Cypseloides cherriei,26,28,65,70,
Cypseloides cryptus,Cypseloides cryptus,30,,55,58,
Cypseloides storeri,Cypseloides storeri,,,,,
Cypseloides fumigatus,Cypseloides fumigatus,,,,,
Cypseloides rothschildi,Cypseloides rothschildi,,,,,
Cypseloides niger,Cypseloides niger,23,27,40,61,B
Cypseloides lemosi,Cypseloides lemosi,,,,,
Cypseloides senex,Cypseloides senex,,,,,
Streptoprocne phelpsi,Streptoprocne phelpsi,,,,,
Streptoprocne rutila,Streptoprocne rutila,24,26,40,42,
Streptoprocne zonaris,Streptoprocne zonaris,30,35,45,55,B
Streptoprocne biscutata,Streptoprocne biscutata,24,24,13,33,B
Streptoprocne semicollaris,Streptoprocne semicollaris,,,,,
Hydrochous gigas,Hydrochous gigas,,,,,
,Collocalia affinis,20,28,35,58,B
,Collocalia marginata,,,,,
,Collocalia isonota,,,,,
,Collocalia sumbawae,19,24,28,50,B
,Collocalia neglecta,,,,,
Collocalia esculenta,Collocalia esculenta,19,24,28,50,B
,Collocalia uropygialis,19,24,28,50,B
,Collocalia dodgei,,,,,
Collocalia linchi,Collocalia linchi,,,,,
,Collocalia natalis,22,25,40,45,B
Collocalia troglodytes,Collocalia troglodytes,,,,,
Aerodramus elaphrus,Aerodramus elaphrus,25,30,42,,
Aerodramus francicus,Aerodramus francicus,21,23,45,55,
Aerodramus unicolor,Aerodramus unicolor,,,,,
Aerodramus mearnsi,Aerodramus mearnsi,,,,,
Aerodramus infuscatus,Aerodramus infuscatus,,,,,
Aerodramus hirundinaceus,Aerodramus hirundinaceus,,,,,
Aerodramus spodiopygius,Aerodramus spodiopygius,22,25,45,46,B
Aerodramus terraereginae,Aerodramus terraereginae,26.5,,46,51,B
Aerodramus brevirostris,Aerodramus brevirostris,,,,,
Aerodramus vulcanorum,Aerodramus vulcanorum,,,,,
Aerodramus whiteheadi,Aerodramus whiteheadi,,,,,
Aerodramus nuditarsus,Aerodramus nuditarsus,,,,,
Aerodramus orientalis,Aerodramus orientalis,,,,,
Aerodramus salangana,Aerodramus salangana,19,27,41,56,B
Aerodramus vanikorensis,Aerodramus vanikorensis,,,,,
,Aerodramus amelis,,,,,
Aerodramus pelewensis,Aerodramus pelewensis,,,,,
Aerodramus bartschi,Aerodramus bartschi,,,,,
Aerodramus inquietus,Aerodramus inquietus,,,,,
Aerodramus leucophaeus,Aerodramus leucophaeus,,,,,
Aerodramus sawtelli,Aerodramus sawtelli,,,53,,B
,Aerodramus ocistus,,,,,B
Aerodramus maximus,Aerodramus maximus,24,32,52,65,B
Aerodramus fuciphagus,Aerodramus fuciphagus,23,25,39,52,
Aerodramus papuensis,Aerodramus papuensis,,,,,
Schoutedenapus myoptilus,Schoutedenapus myoptilus,,,,,
Mearnsia picina,Mearnsia picina,,,,,
Mearnsia novaeguineae,Mearnsia novaeguineae,,,,,
Zoonavena grandidieri,Zoonavena grandidieri,,,,,
Zoonavena thomensis,Zoonavena thomensis,,,,,
Zoonavena sylvatica,Zoonavena sylvatica,,,,,
Telacanthura ussheri,Telacanthura ussheri,,,,,
Telacanthura melanopygia,Telacanthura melanopygia,,,,,
Rhaphidura leucopygialis,Rhaphidura leucopygialis,,,,,
Rhaphidura sabini,Rhaphidura sabini,,,,,
Neafrapus cassini,Neafrapus cassini,,,,,
Neafrapus boehmi,Neafrapus boehmi,14,,,28,
Hirundapus caudacutus,Hirundapus caudacutus,40,,40,42,B
Hirundapus cochinchinensis,Hirundapus cochinchinensis,,,,,
Hirundapus giganteus,Hirundapus giganteus,,,,,
Hirundapus celebensis,Hirundapus celebensis,,,,,
Chaetura cinereiventris,Chaetura cinereiventris,,,,,B
Chaetura spinicaudus,Chaetura spinicaudus,,,,,
Chaetura martinica,Chaetura martinica,,,,,
Chaetura fumosa,Chaetura fumosa,,,,,
Chaetura egregia,Chaetura egregia,,,,,
Chaetura pelagica,Chaetura pelagica,16,21,28,30,B
Chaetura vauxi,Chaetura vauxi,19,,20,30,B
Chaetura chapmani,Chaetura chapmani,17,18,,,
Chaetura andrei,Chaetura andrei,,,,,
Chaetura meridionalis,Chaetura meridionalis,,,35,,B
Chaetura brachyura,Chaetura brachyura,17,18,22,23,B
Aeronautes saxatalis,Aeronautes saxatalis,20,27,40,46,
Aeronautes montivagus,Aeronautes montivagus,,,,,
Aeronautes andecolus,Aeronautes andecolus,,,,,
Tachornis phoenicobia,Tachornis phoenicobia,,,,,
Tachornis furcata,Tachornis furcata,,,,,
Tachornis squamata,Tachornis squamata,19,21,,,
Panyptila sanctihieronymi,Panyptila sanctihieronymi,,,,,
Panyptila cayennensis,Panyptila cayennensis,,,,,
Cypsiurus parvus,Cypsiurus parvus,20,,,,B
Cypsiurus gracilis,Cypsiurus gracilis,20,,29,35,B
Cypsiurus balasiensis,Cypsiurus balasiensis,18,,28.5,,B
Tachymarptis melba,Tachymarptis melba,17,23,53,66,B
Tachymarptis aequatorialis,Tachymarptis aequatorialis,,,,,B
Apus alexandri,Apus alexandri,,,,,
Apus apus,Apus apus,19.5,,37,56,B
Apus unicolor,Apus unicolor,20,,37,46,B
Apus niansae,Apus niansae,19,,41,,B
Apus pallidus,Apus pallidus,21.5,,46.5,,B
Apus barbatus,Apus barbatus,,,,,
Apus balstoni,Apus balstoni,,,,,
Apus sladeniae,,,,,,
Apus berliozi,Apus berliozi,,,,,
Apus bradfieldi,Apus bradfieldi,,,,,
Apus pacificus,Apus pacificus,17,,40.5,,B
,Apus salimalii,,,,,
,Apus leuconyx,18,19,,,B
,Apus cooki,,,,,
Apus acuticauda,Apus acuticauda,,,,,
Apus affinis,Apus affinis,22,24,,,B
Apus nipalensis,Apus nipalensis,18,26,36,51,
Apus horus,Apus horus,28,,42,,
Apus caffer,Apus caffer,21,22.5,42,46,B
Apus batesi,Apus batesi,,,,,
Topaza pella,Topaza pella,,,21,,F
Topaza pyra,Topaza pyra,,,,,F
Florisuga mellivora,Florisuga mellivora,,,16,19,
Florisuga fusca,Florisuga fusca,16,17,22,25,F
Eutoxeres aquila,Eutoxeres aquila,16,17,22,25,F
Eutoxeres condamini,Eutoxeres condamini,16,18,22,24,F
Ramphodon naevius,Ramphodon naevius,,,20,23,
Glaucis dohrnii,Glaucis dohrnii,14,15,18,27,F
Glaucis aeneus,Glaucis aeneus,,,,,
Glaucis hirsutus,Glaucis hirsutus,17,19,20,25,F
Threnetes ruckeri,Threnetes ruckeri,15,18,23,25,F
Threnetes leucurus,Threnetes leucurus,16,18,21,25,F
Threnetes niger,Threnetes niger,16,18,23,24,F
Anopetia gounellei,Anopetia gounellei,,14,,20,B
Phaethornis squalidus,Phaethornis squalidus,14,16,20,24,F
Phaethornis rupurumii,Phaethornis rupurumii,,,,,
Phaethornis longuemareus,Phaethornis longuemareus,,,,,
Phaethornis aethopygus,Phaethornis aethopygus,,,,,
Phaethornis idaliae,Phaethornis idaliae,14,,20,,F
Phaethornis nattereri,Phaethornis nattereri,,,,,
Phaethornis atrimentalis,Phaethornis atrimentalis,,,,,
Phaethornis striigularis,Phaethornis striigularis,15,16,20,23,F
Phaethornis griseogularis,Phaethornis griseogularis,,,21,23,F
Phaethornis porcullae,,,,21,23,
Phaethornis ruber,Phaethornis ruber,14,17,15,25,F
Phaethornis stuarti,Phaethornis stuarti,,,,,
Phaethornis subochraceus,Phaethornis subochraceus,14,15,20,,F
Phaethornis augusti,Phaethornis augusti,20,,26,,
Phaethornis pretrei,Phaethornis pretrei,12,15,16,20,F
Phaethornis eurynome,Phaethornis eurynome,17,,22,23,F
Phaethornis anthophilus,Phaethornis anthophilus,,,,,
Phaethornis hispidus,Phaethornis hispidus,,,20,22,
Phaethornis yaruqui,Phaethornis yaruqui,,,,,
Phaethornis guy,Phaethornis guy,17,18,21,27,F
Phaethornis syrmatophorus,Phaethornis syrmatophorus,,,,,
Phaethornis koepckeae,Phaethornis koepckeae,,,,,
Phaethornis philippii,Phaethornis philippii,,,,,
Phaethornis bourcieri,Phaethornis bourcieri,17,18,23,,F
Phaethornis major,,,,,,
Phaethornis mexicanus,Phaethornis mexicanus,,,,,
Phaethornis longirostris,Phaethornis longirostris,17,18,22,23,F
Phaethornis baroni,,,,,,
Phaethornis superciliosus,Phaethornis superciliosus,15,18,21,22,F
Phaethornis malaris,Phaethornis malaris,14,15,20,23,F
Doryfera ludovicae,Doryfera ludovicae,19,,25,27,F
Doryfera johannae,Doryfera johannae,,,20,,F
Schistes albogularis,Schistes albogularis,,,,,
Schistes geoffroyi,Schistes geoffroyi,15,16,20,22,F
Augastes scutatus,Augastes scutatus,15,16,19,25,F
Augastes lumachella,Augastes lumachella,15,16,20,24,F
Colibri delphinae,Colibri delphinae,,,,,
Colibri thalassinus,Colibri thalassinus,16,17,23,28,
,Colibri cyanotus,16,16,,,F
Colibri coruscans,Colibri coruscans,17,18,20,22,F
Colibri serrirostris,Colibri serrirostris,15,16,22,25,F
Androdon aequatorialis,Androdon aequatorialis,,,,,
Heliactin bilophus,Heliactin bilophus,13,,20,22,F
Heliothryx barroti,Heliothryx barroti,16,17,20,24,F
Heliothryx auritus,Heliothryx auritus,15,16,23,26,F
Polytmus guainumbi,Polytmus guainumbi,14,15,20,22,F
Polytmus milleri,Polytmus milleri,15,16,,,F
Polytmus theresiae,Polytmus theresiae,14,,20,28,F
Avocettula recurvirostris,Avocettula recurvirostris,,,,,F
Chrysolampis mosquitus,Chrysolampis mosquitus,15,16,19,22,F
Anthracothorax mango,Anthracothorax mango,,,,,F
Anthracothorax viridigula,Anthracothorax viridigula,14,15,24,25,F
Anthracothorax prevostii,Anthracothorax prevostii,,,,,
Anthracothorax veraguensis,Anthracothorax veraguensis,,,,,
Anthracothorax nigricollis,Anthracothorax nigricollis,13,18,20,24,F
Anthracothorax dominicus,Anthracothorax dominicus,,,,,
Anthracothorax aurulentus,Anthracothorax aurulentus,15,,22,25,F
Anthracothorax viridis,Anthracothorax viridis,,,,,
Eulampis holosericeus,Eulampis holosericeus,17,19,20,22,F
Eulampis jugularis,Eulampis jugularis,17,19,17,20,F
Heliangelus mavors,Heliangelus mavors,,,,,F
Heliangelus amethysticollis,Heliangelus amethysticollis,,,,,F
Heliangelus clarisse,Heliangelus clarisse,,,,,F
Heliangelus spencei,Heliangelus spencei,,,,,
Heliangelus strophianus,Heliangelus strophianus,,,,,F
Heliangelus exortis,Heliangelus exortis,,,,,F
Heliangelus micraster,Heliangelus micraster,,,,,F
Heliangelus viola,Heliangelus viola,,,,,F
Heliangelus regalis,Heliangelus regalis,,,,,F
Sephanoides sephaniodes,Sephanoides sephaniodes,12,21,18,,F
Sephanoides fernandensis,Sephanoides fernandensis,,,,,
Discosura conversii,Discosura conversii,,,,,
Discosura popelairii,Discosura popelairii,,,,,
Discosura langsdorffi,Discosura langsdorffi,13,,20,,F
Discosura letitiae,Discosura letitiae,,,,,
Discosura longicaudus,Discosura longicaudus,13,14,20,22,F
Lophornis ornatus,Lophornis ornatus,13,14,20,,F
Lophornis gouldii,Lophornis gouldii,14,,22,,F
Lophornis magnificus,Lophornis magnificus,12,13,20,,F
Lophornis brachylophus,Lophornis brachylophus,,,,,
Lophornis delattrei,Lophornis delattrei,,,,,
Lophornis stictolophus,Lophornis stictolophus,,,,,
Lophornis chalybeus,Lophornis chalybeus,13,14,22,,F
Lophornis verreauxii,Lophornis verreauxii,,,,,
Lophornis pavoninus,Lophornis pavoninus,13,14,20,,F
Lophornis helenae,Lophornis helenae,,,,,
Lophornis adorabilis,Lophornis adorabilis,,,21,22,F
Phlogophilus hemileucurus,Phlogophilus hemileucurus,,,,,F
Phlogophilus harterti,Phlogophilus harterti,,,,,
Adelomyia melanogenys,Adelomyia melanogenys,17,18,20,24,F
Aglaiocercus kingii,Aglaiocercus kingii,15,17,21,24,F
Aglaiocercus coelestis,Aglaiocercus coelestis,15,17,26,30,F
Aglaiocercus berlepschi,Aglaiocercus berlepschi,,,,,F
Sappho sparganurus,Sappho sparganurus,19,20,31,32,F
Polyonymus caroli,Polyonymus caroli,,,,,F
Taphrolesbia griseiventris,Taphrolesbia griseiventris,,,,,F
Oreotrochilus estella,Oreotrochilus estella,20,,,38,
Oreotrochilus leucopleurus,Oreotrochilus leucopleurus,,,,,
Oreotrochilus chimborazo,Oreotrochilus chimborazo,,,,,F
Oreotrochilus cyanolaemus,Oreotrochilus cyanolaemus,,,,,
Oreotrochilus stolzmanni,Oreotrochilus stolzmanni,19,21,36,40,F
Oreotrochilus melanogaster,Oreotrochilus melanogaster,,,,,
Oreotrochilus adela,Oreotrochilus adela,,,,,
