Scientific name,Adult survival,Age at first reproduction,Maximum longevity
Otus sulaensis,0.5,1,10.93
Otus collari,0.58,0.98,9.02
Otus mantananensis,0.59,1.03,9.67
Otus magicus,0.58,1.07,10.31
Otus jolandae,0.5,1,10.93
Otus tempestatis,0.5,1,10.93
Otus beccarii,0.63,1.12,10.23
Pyrroglaux podargina,0.76,1.57,11.22
Ptilopsis leucotis,0.75,2.02,13.89
Ptilopsis granti,0.75,1.67,12.69
Asio stygius,0.84,1.76,24.53
Asio otus,0.65,1.14,20.13
Asio abyssinicus,0.79,1.17,19.97
Asio madagascariensis,0.78,1.17,20.73
Asio clamator,0.8,1.55,22.22
Asio flammeus,0.59,1.03,18.81
Asio capensis,0.82,1.67,23.45
Pseudoscops grammicus,0.82,2.19,15.02
Nesasio solomonensis,0.84,2.66,18.98
Psiloscops flammeolus,0.67,1.12,9.63
Megascops kennicottii,0.58,0.99,15.96
Megascops seductus,0.68,1.07,16.48
Megascops cooperi,0.64,1.1,14.11
Megascops asio,0.68,1.16,18.06
Megascops trichopsis,0.63,1.03,13.53
Megascops choliba,0.7,1.2,14.77
Megascops roboratus,0.69,1.05,14.13
Megascops koepckeae,0.68,1.03,14.15
Megascops clarkii,0.7,1.1,14.93
Megascops barbarus,0.57,0.91,11.96
Megascops colombianus,0.71,1.08,16.03
Megascops ingens,0.7,1.1,15
Megascops petersoni,0.68,1,13.42
Megascops marshalli,0.66,1,13.85
Megascops watsonii,0.69,1.05,14.18
Megascops guatemalae,0.67,1.13,14.54
Megascops vermiculatus,0.58,1,19.84
Megascops hoyi,0.63,1.02,14.4
Megascops atricapilla,0.66,1.04,14.62
Megascops sanctaecatarinae,0.67,1.09,17.28
Megascops nudipes,0.72,1.26,15.72
Megascops albogularis,0.68,1.1,14.7
Margarobyas lawrencii,0.76,1.71,11.93
Pulsatrix perspicillata,0.84,2.86,21.32
Pulsatrix koeniswaldiana,0.81,2.48,19.8
Pulsatrix melanota,0.82,2.41,19.98
Strix seloputo,0.85,2.5,21.58
Strix ocellata,0.83,2.22,20.19
Strix leptogrammica,0.87,2.68,23.4
Strix aluco,0.8,1.99,20.66
Strix nivicolum,0.82,1,21.5
Strix hadorami,0.78,1.78,16.45
Strix butleri,0.82,2,22.12
Strix occidentalis,0.82,2.24,21.48
Strix varia,0.81,2.16,21.88
Strix fulvescens,0.85,2.06,19.37
Strix hylophila,0.81,2.02,18.73
Strix chacoensis,0.79,1.78,18.06
Strix rufipes,0.82,2.06,20.46
Strix uralensis,0.83,2.28,24.05
Strix nebulosa,0.77,2,22.51
Strix woodfordii,0.85,2,16.55
Jubula lettii,0.75,1.62,11.88
Lophostrix cristata,0.83,2.08,14.68
Bubo scandiacus,0.79,1.84,33.5
Bubo virginianus,0.83,2.04,30.63
Bubo magellanicus,0.83,1.83,27.15
Bubo bubo,0.85,2.09,34.17
Bubo ascalaphus,0.86,2.16,31.65
Bubo bengalensis,0.8,1.69,25.4
Bubo capensis,0.84,1.91,27.64
Bubo africanus,0.82,1.52,21.3
Bubo cinerascens,0.79,1.49,21.68
Bubo poensis,0.82,1.42,20.11
Bubo lacteus,0.87,2.25,29.92
Bubo shelleyi,0.86,1.86,25.29
Bubo sumatranus,0.87,1.75,23.49
Bubo nipalensis,0.87,2.15,30.26
Bubo coromandus,0.85,1.99,28.97
Bubo leucostictus,0.81,1.37,19.29
Bubo philippensis,0.85,1.89,26.41
Bubo blakistoni,0.83,1.84,29.64
Ketupa zeylonensis,0.84,2.92,20.56
Ketupa flavipes,0.88,3.51,24.88
Ketupa ketupu,0.86,3.13,20.69
Scotopelia peli,0.9,3.72,24.25
Scotopelia ussheri,0.8,2.37,17.64
Scotopelia bouvieri,0.83,2.72,17.65
Ciccaba virgata,0.8,2.32,15.17
Ciccaba nigrolineata,0.85,2.43,15.98
Ciccaba huhula,0.81,1.94,13.76
Ciccaba albitarsis,0.83,2.04,15.92
Cathartes aura,0.81,3.03,19.02
Cathartes burrovianus,0.77,2.59,17
Cathartes melambrotus,0.82,2.9,17.97
Coragyps atratus,0.88,6.12,23.05
Sarcoramphus papa,0.9,3.94,30.86
Gymnogyps californianus,0.92,6.22,38.19
Vultur gryphus,0.93,5.13,51
Sagittarius serpentarius,0.9,3.58,21.08
Pandion haliaetus,0.83,3.08,28.36
Elanus caeruleus,0.71,1.86,7.89
Elanus axillaris,0.75,2.03,9.12
Elanus leucurus,0.75,2.16,9.37
Elanus scriptus,0.74,2.01,9.05
Gampsonyx swainsonii,0.71,1.73,11.85
Chelictinia riocourii,0.68,1.51,10.74
Leptodon cayanensis,0.83,2.22,16.37
Leptodon forbesi,0.83,2.05,16.23
Chondrohierax uncinatus,0.83,2.21,14.2
Chondrohierax wilsonii,0.83,2.21,15.09
Elanoides forficatus,0.83,2.8,15.37
Pernis apivorus,0.85,2.43,24.94
Pernis ptilorhynchus,0.86,2.63,24.9
Pernis celebensis,0.86,2.4,20.29
Pernis steerei,0.86,2.49,29
Hamirostra melanosternon,0.84,3.08,21.65
Lophoictinia isura,0.8,2.57,17.94
Henicopernis longicauda,0.83,2.11,14.91
Henicopernis infuscatus,0.84,2.15,16.82
Aviceda cuculoides,0.76,2.22,14.75
Aviceda madagascariensis,0.77,2.04,15.06
Aviceda jerdoni,0.81,2.14,14.23
Aviceda subcristata,0.81,2.06,15.62
Aviceda leuphotes,0.76,1.9,13.42
Eutriorchis astur,0.88,3.47,23.42
Polyboroides typus,0.82,2.88,17.33
Polyboroides radiatus,0.84,2.68,16.7
Gypohierax angolensis,0.86,3.76,24.75
Gypaetus barbatus,0.9,4.75,34.13
Neophron percnopterus,0.85,4.42,28.53
Spilornis cheela,0.84,2.8,18.96
Spilornis holospilus,0.85,2.89,19.22
Spilornis klossi,0.83,2.56,18.26
Spilornis kinabaluensis,0.86,3.06,19.75
Spilornis rufipectus,0.84,2.56,18.01
Spilornis elgini,0.8,2.43,18.34
Dryotriorchis spectabilis,0.8,2.32,17.04
Terathopius ecaudatus,0.89,3.62,32.95
Pithecophaga jefferyi,0.91,5.43,34.71
Circaetus gallicus,0.86,3.67,17.26
Circaetus beaudouini,0.87,3.6,15.14
Circaetus pectoralis,0.87,3.58,15.02
Circaetus cinereus,0.87,3.81,15.54
Circaetus fasciolatus,0.86,3.32,13.92
Circaetus cinerascens,0.86,3.38,13.66
Sarcogyps calvus,0.9,4.16,28.77
Trigonoceps occipitalis,0.89,3.85,24.44
Necrosyrtes monachus,0.88,3.56,22.98
Gyps himalayensis,0.91,6,28.35
Gyps bengalensis,0.9,5.12,23.25
Gyps africanus,0.91,5.34,22.3
Gyps indicus,0.91,5.36,24.22
Gyps tenuirostris,0.91,5.36,24.32
Gyps coprotheres,0.91,5.79,26.57
Gyps rueppelli,0.92,5.68,24.39
Gyps fulvus,0.91,5.68,26.98
Aegypius monachus,0.91,4.94,34.09
Torgos tracheliotos,0.91,5.52,28.91
Macheiramphus alcinus,0.88,3.12,20.23
Harpyopsis novaeguineae,0.88,3.47,25.36
Morphnus guianensis,0.86,3.2,21.38
Harpia harpyja,0.89,4.65,21.72
Stephanoaetus coronatus,0.89,4.62,21.15
Nisaetus nipalensis,0.88,3.84,26.91
Nisaetus bartelsi,0.87,3.3,21.55
Nisaetus nanus,0.84,2.76,17.59
Nisaetus alboniger,0.85,2.98,19.13
Nisaetus lanceolatus,0.87,3.3,21.12
Nisaetus philippensis,0.84,2.67,19.45
Nisaetus pinskeri,0.75,3.27,22.69
Nisaetus cirrhatus,0.87,3.34,22.28
Nisaetus floris,0.85,2.79,19.96
Lophotriorchis kienerii,0.85,2.96,19.5
Polemaetus bellicosus,0.9,4.7,23.08
Spizaetus tyrannus,0.86,3.1,20.03
Spizaetus melanoleucus,0.83,2.51,17.91
Spizaetus ornatus,0.87,3.21,20.81
Spizaetus isidori,0.89,3.87,25.08
Ictinaetus malaiensis,0.86,3.11,20.56
Lophaetus occipitalis,0.85,3.02,19.39
Clanga pomarina,0.83,3.39,25
Clanga hastata,0.87,3.66,23.68
Clanga clanga,0.85,3.71,27.9
Aquila rapax,0.88,4.17,29.79
Aquila nipalensis,0.88,4.33,35.99
Aquila adalberti,0.88,4.24,35.01
Aquila heliaca,0.87,4.29,36.87
Aquila gurneyi,0.91,4.56,32.85
Aquila chrysaetos,0.89,4.73,40.56
Aquila audax,0.9,4.72,36.15
Aquila verreauxii,0.9,4.72,34.39
Aquila fasciata,0.89,4.22,32.54
Aquila spilogaster,0.87,3.84,27.35
Aquila africana,0.87,3.73,26.23
Hieraaetus wahlbergi,0.83,2.53,15.49
Hieraaetus pennatus,0.81,2.46,17.79
Hieraaetus weiskei,0.83,2.51,14.34
Hieraaetus morphnoides,0.84,2.53,16.94
Hieraaetus ayresii,0.84,2.65,16.23
Kaupifalco monogrammicus,0.81,2.03,11.24
Melierax metabates,0.84,2.76,17.91
Melierax canorus,0.82,2.64,18.95
Melierax poliopterus,0.83,2.72,17.7
Micronisus gabar,0.76,2.02,13.38
Harpagus bidentatus,0.8,2.01,13.02
Harpagus diodon,0.78,1.98,13.65
Circus aeruginosus,0.74,2.59,17.81
Circus spilonotus,0.76,2.61,18.46
Circus spilothorax,0.73,2.3,16.87
Circus approximans,0.82,3.1,19.64
Circus ranivorus,0.78,2.62,15.38
Circus maillardi,0.82,2.98,17.51
Circus macrosceles,0.85,3.27,19.15
Circus buffoni,0.76,2.62,15.84
Circus assimilis,0.81,2.88,17.19
Circus maurus,0.76,2.62,16.37
Circus cyaneus,0.71,2.31,16.38
Circus hudsonius,0.73,1.6,16.42
Circus cinereus,0.74,2.5,15.97
Circus macrourus,0.71,2.3,15.88
Circus melanoleucos,0.7,2.24,15.36
Circus pygargus,0.71,2.29,15.58
Accipiter poliogaster,0.82,2.49,17.75
Accipiter trivirgatus,0.78,2.02,14.09
Accipiter griseiceps,0.77,1.8,12.7
Accipiter toussenelii,0.74,1.72,12.72
Accipiter tachiro,0.78,2.09,14.66
Accipiter castanilius,0.72,1.58,11.58
Accipiter badius,0.68,1.63,11.42
Accipiter butleri,0.78,1.9,13.61
Accipiter brevipes,0.66,1.62,13.34
Accipiter soloensis,0.65,1.58,12.38
Accipiter francesiae,0.75,1.56,11.15
Accipiter trinotatus,0.75,1.62,11.45
Accipiter sylvestris,0.55,1.89,15.19
Accipiter hiogaster,0.55,1.89,11.06
Accipiter novaehollandiae,0.77,2.03,14.99
Accipiter poliocephalus,0.8,2.1,13.81
Accipiter princeps,0.8,1.67,13.09
Accipiter fasciatus,0.78,2.07,15.15
Accipiter melanochlamys,0.77,1.82,12.93
Accipiter albogularis,0.77,1.79,12.87
Accipiter haplochrous,0.73,1.77,13
Accipiter rufitorques,0.75,1.86,13.28
Accipiter henicogrammus,0.79,1.9,13.35
Accipiter luteoschistaceus,0.76,1.74,12.43
Accipiter imitator,0.76,1.76,12.56
Accipiter erythropus,0.73,1.7,11.45
Accipiter minullus,0.72,1.63,11.2
Accipiter gularis,0.66,1.54,12.77
Accipiter virgatus,0.65,1.53,11.46
Accipiter nanus,0.8,1.72,12.03
Accipiter erythrauchen,0.75,1.64,11.58
Accipiter cirrocephalus,0.7,1.64,12.33
Accipiter brachyurus,0.74,1.61,11.5
Accipiter rhodogaster,0.75,1.67,11.82
Accipiter madagascariensis,0.72,1.74,12.66
Accipiter ovampensis,0.73,1.76,12.34
Accipiter nisus,0.65,1.61,13.91
Accipiter rufiventris,0.73,1.77,12.3
Accipiter striatus,0.62,1.45,11.6
Accipiter cooperii,0.69,1.83,15
Accipiter gundlachi,0.78,2.16,16.05
Accipiter bicolor,0.76,2.06,14.11
Accipiter henstii,0.84,2.65,18.72
Accipiter melanoleucus,0.79,2.27,15.6
Accipiter gentilis,0.77,2.27,19.15
Accipiter meyerianus,0.8,2.31,15.83
Accipiter collaris,0.79,1.9,13.4
Accipiter superciliosus,0.73,1.67,11.32
Erythrotriorchis buergersi,0.82,2.33,16.58
Erythrotriorchis radiatus,0.85,2.91,20.01
Megatriorchis doriae,0.84,2.59,18.4
Urotriorchis macrourus,0.78,2.17,15.92
Haliaeetus leucogaster,0.91,4.46,22.95
Haliaeetus sanfordi,0.91,4.13,21.84
Haliaeetus vocifer,0.91,4.62,22.99
Haliaeetus vociferoides,0.91,4.51,23.85
Haliaeetus leucoryphus,0.86,3.93,21.72
Haliaeetus albicilla,0.91,4.93,30.63
Haliaeetus leucocephalus,0.91,4.93,29.97
Haliaeetus pelagicus,0.92,5.44,33.55
Icthyophaga humilis,0.82,2.63,18.06
Icthyophaga ichthyaetus,0.88,3.44,23.55
Haliastur sphenurus,0.86,2.52,23.31
Haliastur indus,0.84,2.18,19.58
Milvus milvus,0.74,2.54,27.5
Milvus migrans,0.75,2.49,25.12
Busarellus nigricollis,0.85,2.94,19.27
Geranospiza caerulescens,0.79,2.26,15.19
Butastur rufipennis,0.8,2.03,10.88
Butastur teesa,0.76,1.97,11.49
Butastur liventer,0.78,2.06,11.41
Butastur indicus,0.75,2.07,13.05
Ictinia mississippiensis,0.79,2.03,13.46
Ictinia plumbea,0.8,2.07,12.26
Rostrhamus sociabilis,0.83,2.04,15.5
Helicolestes hamatus,0.83,2.3,14.86
Rupornis magnirostris,0.8,2.3,15.36
Parabuteo unicinctus,0.77,3.19,16.6
Parabuteo leucorrhous,0.73,2.68,14.27
Cryptoleucopteryx plumbea,0.81,2.25,15.99
Buteogallus schistaceus,0.75,2.25,13.5
Buteogallus anthracinus,0.82,2.6,16.99
Buteogallus gundlachii,0.79,2.22,15.35
Buteogallus aequinoctialis,0.86,2.38,14.14
Buteogallus meridionalis,0.84,2.71,16.79
Buteogallus lacernulatus,0.81,2.1,13.83
Buteogallus urubitinga,0.85,2.79,17.25
Buteogallus solitarius,0.89,3.5,20.97
Buteogallus coronatus,0.75,2.25,13.5
Morphnarchus princeps,0.84,2.59,18.29
Geranoaetus albicaudatus,0.82,2.94,16.29
Geranoaetus polyosoma,0.75,3,24.25
Geranoaetus melanoleucus,0.87,3.57,20.92
Pseudastur albicollis,0.85,2.89,18.64
Pseudastur occidentalis,0.82,2.39,16.93
Pseudastur polionotus,0.8,2.34,17.33
Leucopternis semiplumbeus,0.78,2.03,14.62
Leucopternis melanops,0.76,1.98,14.61
Leucopternis kuhli,0.79,2.12,15.18
Bermuteo avivorus,0.75,3.27,22.69
Buteo plagiatus,0.81,1.99,20.91
Buteo nitidus,0.82,2.28,16.87
Buteo ridgwayi,0.86,2.52,19.53
Buteo lineatus,0.78,2.09,18.06
Buteo platypterus,0.8,2.14,18.35
Buteo solitarius,0.82,2.18,17.14
Buteo albigula,0.83,2.17,17.55
Buteo brachyurus,0.84,2.26,16.63
Buteo swainsoni,0.83,2.47,21.02
Buteo galapagoensis,0.89,2.92,21.14
Buteo albonotatus,0.84,2.45,17.67
Buteo jamaicensis,0.84,2.55,22.02
Buteo ventralis,0.87,2.69,23.17
Buteo lagopus,0.79,2.2,21.48
Buteo regalis,0.82,2.48,21.8
Buteo auguralis,0.82,2.3,17.29
Buteo augur,0.88,2.75,19.96
Buteo rufofuscus,0.88,2.82,22.56
Buteo buteo,0.81,2.28,20.54
Buteo japonicus,0.81,2.49,25.34
Buteo refectus,0.81,2.49,25.34
Buteo oreophilus,0.84,2.33,17.04
Buteo trizonatus,0.81,2.36,20.91
Buteo brachypterus,0.84,2.27,17.65
Buteo rufinus,0.83,2.48,21.31
Buteo socotraensis,0.81,1.99,8.5
Buteo hemilasius,0.83,2.55,22.08
Colius striatus,0.67,1.31,11.29
Colius leucocephalus,0.63,1.17,10.14
Colius castanotus,0.66,1.28,11.51
Colius colius,0.64,1.21,11.5
Urocolius macrourus,0.66,1.1,11.12
Urocolius indicus,0.61,1.01,11.08
Leptosomus discolor,0.73,1.71,12.54
Apaloderma narina,0.7,1.54,10.2
Apaloderma aequatoriale,0.74,1.55,10.03
Apaloderma vittatum,0.72,1.48,9.75
Apalharpactes reinwardtii,0.77,1.69,11
Apalharpactes mackloti,0.79,1.86,11.8
Harpactes oreskios,0.72,1.49,11.49
Harpactes orrhophaeus,0.73,1.52,11.07
Harpactes duvaucelii,0.72,1.44,10.4
Harpactes fasciatus,0.71,1.46,11.4
Harpactes diardii,0.76,1.5,12.28
Harpactes erythrocephalus,0.72,1.53,12.29
Harpactes wardi,0.71,1.56,13.62
Harpactes whiteheadi,0.72,1.33,10.99
Harpactes kasumba,0.77,1.72,12.38
Harpactes ardens,0.73,1.59,12.22
Pharomachrus pavoninus,0.75,1.79,13.79
Pharomachrus auriceps,0.76,1.83,14.03
Pharomachrus fulgidus,0.75,1.79,13.97
Pharomachrus mocinno,0.76,2.08,15.97
Pharomachrus antisianus,0.72,1.77,13.66
Euptilotis neoxenus,0.74,1.52,12.61
Priotelus temnurus,0.67,1.45,11.68
Temnotrogon roseigaster,0.73,1.63,11.25
Trogon clathratus,0.71,1.88,13.4
Trogon massena,0.71,1.7,13.68
Trogon comptus,0.73,1.53,11.66
Trogon mesurus,0.74,1.83,12.81
Trogon melanurus,0.72,1.7,12.97
Trogon viridis,0.71,1.62,12.46
Trogon chionurus,0.72,1.75,12.36
Trogon melanocephalus,0.73,1.5,11.9
Trogon citreolus,0.73,1.48,11.83
Trogon bairdii,0.71,1.63,12.79
Trogon violaceus,0.67,1.42,10.8
Trogon curucui,0.72,1.45,9.97
Trogon aurantius,0.72,1.5,13
Trogon surrucura,0.72,1.55,10.58
Trogon rufus,0.74,1.51,10.06
Trogon elegans,0.74,1.5,11.65
Trogon ambiguus,0.74,1.5,13
Trogon mexicanus,0.73,1.53,10.91
Trogon collaris,0.73,1.51,10.03
Trogon personatus,0.75,1.53,11.24
Bucorvus leadbeateri,0.9,3.65,43.47
Bucorvus abyssinicus,0.91,3.63,47.32
Lophoceros pallidirostris,0.73,1.68,11.97
Lophoceros nasutus,0.75,1.73,11.55
Lophoceros semifasciatus,0.41,2.34,30.03
Lophoceros fasciatus,0.77,1.69,13.63
Lophoceros hemprichii,0.79,1.98,13.42
Lophoceros camurus,0.72,1.45,10.71
Lophoceros alboterminatus,0.77,1.77,13.68
Lophoceros bradfieldi,0.77,1.71,12.6
Tockus flavirostris,0.79,1.27,15.4
Tockus leucomelas,0.73,1.1,14.71
Tockus jacksoni,0.77,1.14,15.5
Tockus deckeni,0.77,1.14,15.37
Tockus monteiri,0.72,1.11,15.07
Tockus damarensis,0.41,1,16.5
Tockus erythrorhynchus,0.7,0.98,13.77
Berenicornis comatus,0.88,2.88,20.54
Horizocerus albocristatus,0.82,2.13,13.99
Horizocerus cassini,0.41,2.34,30.03
Horizocerus granti,0.41,2.34,30.03
Horizocerus hartlaubi,0.72,1.44,10.66
Ceratogymna elata,0.83,2.77,21.81
Ceratogymna atrata,0.86,2.95,20.46
Bycanistes brevis,0.86,2.97,25.62
Bycanistes subcylindricus,0.84,2.84,24.94
Bycanistes cylindricus,0.83,2.5,23.87
Bycanistes albotibialis,0.81,2.4,23.46
Bycanistes bucinator,0.79,2.33,21.63
Bycanistes fistulator,0.81,2.4,21.45
Bycanistes sharpii,0.41,2.34,31.8
Rhinoplax vigil,0.88,3.51,25.36
Buceros hydrocorax,0.86,3.41,23.13
Buceros mindanensis,0.41,4.5,31
Buceros bicornis,0.86,4.17,28.65
Buceros rhinoceros,0.88,4.36,27.58
Anorrhinus galeritus,0.83,2.19,20.2
Anorrhinus austeni,0.8,2,20.26
Anorrhinus tickelli,0.82,1.96,19.11
Ocyceros birostris,0.75,2.01,16.6
Ocyceros griseus,0.75,1.99,15.83
Ocyceros gingalensis,0.75,2.07,15.62
Anthracoceros malayanus,0.83,2.1,16.12
Anthracoceros montani,0.82,2.02,15.63
Anthracoceros coronatus,0.8,1.92,16
Anthracoceros albirostris,0.83,2.11,16.88
Anthracoceros marchei,0.82,1.96,14.95
Aceros nipalensis,0.88,3.38,26.66
Rhabdotorrhinus corrugatus,0.84,2.89,21.36
Rhabdotorrhinus exarhatus,0.76,2.09,15.79
Rhabdotorrhinus leucocephalus,0.84,2.79,20.95
Rhabdotorrhinus waldeni,0.85,2.95,22.67
Penelopides panini,0.79,2.28,24.68
Penelopides affinis,0.82,2.14,22.66
Penelopides mindorensis,0.79,2.19,25.48
Penelopides manillae,0.72,1.94,22.54
Rhyticeros cassidix,0.86,3.13,23.21
Rhyticeros everetti,0.85,2.83,21.91
Rhyticeros undulatus,0.86,3.21,24.25
Rhyticeros subruficollis,0.86,3.16,24.27
Rhyticeros narcondami,0.82,2.56,19.66
Rhyticeros plicatus,0.87,3.17,23.25
Upupa epops,0.49,1.05,9.98
Upupa marginata,0.41,1,11.1
Upupa antaios,0.41,1,11.1
Phoeniculus purpureus,0.7,2.42,9.75
Phoeniculus damarensis,0.72,2.57,10.62
Phoeniculus somaliensis,0.61,1.9,7.95
Phoeniculus bollei,0.74,2.56,9.99
Rhinopomastus castaneiceps,0.68,1.15,8.2
Rhinopomastus aterrimus,0.68,1.17,8.42
Rhinopomastus cyanomelas,0.66,1.24,8.69
Rhinopomastus minor,0.66,1.23,8.12
Nyctyornis amictus,0.68,1.39,9.44
Nyctyornis athertoni,0.73,1.46,10.79
Meropogon forsteni,0.73,1.34,9.48
Merops bullockoides,0.78,1.34,7.23
Merops bulocki,0.77,1.28,6.76
Merops breweri,0.82,1.55,7.78
Merops albicollis,0.66,1.08,6.19
Merops revoilii,0.81,1.14,6.22
Merops malimbicus,0.82,1.62,8
Merops nubicus,0.77,1.39,7.43
Merops nubicoides,0.77,1.39,7.59
Merops viridissimus,0.8,1.17,6.47
Merops cyanophrys,0.8,1.17,6.47
Merops orientalis,0.61,0.93,5.54
Merops leschenaulti,0.65,1.05,6.11
Merops viridis,0.77,1.36,7.5
Merops americanus,0.8,1.17,6.47
Merops philippinus,0.66,1.1,6.43
Merops superciliosus,0.76,1.33,7.37
Merops persicus,0.74,1.3,8.06
Merops apiaster,0.65,1.12,7.29
Merops ornatus,0.69,1.15,6.76
Merops boehmi,0.76,1.2,6.35
Merops hirundineus,0.77,1.27,6.63
Merops lafresnayii,0.8,1.17,6.47
Merops oreobates,0.79,1.34,6.75
Merops variegatus,0.79,1.33,6.73
Merops pusillus,0.68,1.01,5.42
Merops gularis,0.81,1.43,7.13
Merops muelleri,0.78,1.15,6.07
Merops mentalis,0.8,1.17,6.47
Coracias naevius,0.74,2.09,10.3
Coracias benghalensis,0.73,1.91,10.47
Coracias affinis,0.55,2,9.09
Coracias temminckii,0.76,2.1,9.26
Coracias spatulatus,0.73,1.89,8.73
Coracias caudatus,0.75,1.93,9.86
Coracias abyssinicus,0.65,1.72,8.17
Coracias garrulus,0.67,1.85,9.93
Coracias cyanogaster,0.73,1.83,9.15
Eurystomus gularis,0.75,1.65,10.81
Eurystomus glaucurus,0.73,1.69,11.05
Eurystomus orientalis,0.69,1.59,11.3
Eurystomus azureus,0.77,1.57,11.02
Brachypteracias leptosomus,0.81,2.03,13.74
Geobiastes squamiger,0.8,1.96,13.27
Uratelornis chimaera,0.78,1.88,13.42
Atelornis pittoides,0.73,1.57,11.07
Atelornis crossleyi,0.76,1.65,11.34
Todus multicolor,0.58,0.91,8.35
Todus angustirostris,0.6,0.96,8.66
Todus subulatus,0.61,0.98,8.91
Todus todus,0.63,1,8.83
Todus mexicanus,0.62,0.99,8.69
Hylomanes momotula,0.67,1.19,8.72
Aspatha gularis,0.71,1.46,10.19
Momotus mexicanus,0.72,1.51,10.35
Momotus coeruliceps,0.55,1.15,10.4
Momotus lessonii,0.55,1.15,10.4
Momotus subrufescens,0.55,1.15,10.4
Momotus bahamensis,0.55,1.15,10.4
Momotus momota,0.71,1.49,11.05
Momotus aequatorialis,0.78,1.64,10.92
Baryphthengus martii,0.77,1.61,12.72
Baryphthengus ruficapillus,0.77,1.78,12.54
Electron carinatum,0.68,1.33,10.12
Electron platyrhynchum,0.73,1.56,10.4
Eumomota superciliosa,0.67,1.35,9.7
Ispidina lecontei,0.59,1.01,6.72
Ispidina picta,0.51,0.95,6.54
Corythornis madagascariensis,0.54,1.11,8.23
Corythornis leucogaster,0.72,1.27,9.27
Corythornis cristatus,0.57,1.14,8.18
Corythornis thomensis,0.55,1.15,9.36
Corythornis nais,0.55,1.15,9.36
Corythornis vintsioides,0.58,1.17,8.9
Ceyx sangirensis,0.55,1.15,9.36
Ceyx fallax,0.66,1.08,7.69
Ceyx melanurus,0.61,1.09,8.32
Ceyx mindanensis,0.55,1.15,9.36
Ceyx erithaca,0.51,0.98,7.02
Ceyx margarethae,0.55,1.15,9.36
Ceyx lepidus,0.68,1.28,8.26
Ceyx wallacii,0.55,1.15,9.36
Ceyx cajeli,0.55,1.15,9.36
Ceyx solitarius,0.55,1.15,9.36
Ceyx dispar,0.55,1.15,9.36
Ceyx mulcatus,0.55,1.15,9.36
Ceyx sacerdotis,0.55,1.15,9.36
Ceyx meeki,0.55,1.15,9.36
Ceyx collectoris,0.55,1.15,9.36
Ceyx nigromaxilla,0.55,1.15,9.36
Ceyx gentianus,0.55,1.15,9.36
Ceyx cyanopectus,0.61,1.05,8.86
Ceyx nigrirostris,0.55,1.15,9.36
Ceyx flumenicola,0.55,1.15,9.36
Ceyx argentatus,0.61,1.01,8.38
Ceyx pusillus,0.57,1,6.98
Ceyx azureus,0.58,1.24,9.66
Ceyx websteri,0.69,1.28,10.5
Alcedo peninsulae,0.33,1,21
Alcedo euryzona,0.52,1.22,12.96
Alcedo meninting,0.48,1.07,11.87
Alcedo hercules,0.44,1.03,11.96
Alcedo quadribrachys,0.52,1.19,12.73
Alcedo semitorquata,0.59,1.36,14.92
Alcedo atthis,0.41,1.03,13.28
Alcedo coerulescens,0.57,1.12,11.82
Megaceryle lugubris,0.72,1.35,14.4
Megaceryle maxima,0.77,1.71,15.07
Megaceryle torquata,0.75,1.7,15.53
Megaceryle alcyon,0.54,1.1,12.29
Ceryle rudis,0.6,1.15,7.76
Chloroceryle amazona,0.78,1.73,10.24
Chloroceryle aenea,0.61,1.2,6.44
Chloroceryle americana,0.62,1.33,7.31
Chloroceryle inda,0.61,1.37,7.39
Lacedo pulchella,0.67,1.33,9.2
Lacedo melanops,0.55,1.15,9.36
Pelargopsis capensis,0.76,1.99,14.32
Pelargopsis melanorhyncha,0.82,1.8,13.55
Pelargopsis amauroptera,0.79,1.82,14.57
Halcyon coromanda,0.53,1.28,7.12
Halcyon smyrnensis,0.56,1.5,7.97
Halcyon gularis,0.5,1.15,6.5
Halcyon cyanoventris,0.61,1.46,6.93
Halcyon badia,0.64,1.49,6.68
Halcyon pileata,0.61,1.51,7.97
Halcyon leucocephala,0.52,1.25,5.77
Halcyon albiventris,0.61,1.41,6.82
Halcyon chelicuti,0.56,1.26,5.86
Halcyon malimbica,0.65,1.57,7.19
Halcyon senegalensis,0.61,1.51,6.79
Halcyon senegaloides,0.66,1.57,8.38
Caridonax fulgidus,0.79,1.92,12.73
Actenoides monachus,0.76,1.52,14.77
Actenoides capucinus,0.55,1.15,20
Actenoides princeps,0.7,1.5,13.21
Actenoides regalis,0.55,1.15,20
Actenoides bougainvillei,0.78,1.65,17.98
Actenoides excelsus,0.55,1.15,20
Actenoides lindsayi,0.74,1.48,14.93
Actenoides hombroni,0.76,1.55,15.34
Actenoides concretus,0.75,1.63,13.71
Syma torotoro,0.66,1.27,8.68
Syma megarhyncha,0.72,1.44,9.5
Todiramphus nigrocyaneus,0.66,1.42,8.88
Todiramphus winchelli,0.73,1.39,8.42
Todiramphus diops,0.72,1.3,7.71
Todiramphus lazuli,0.67,1.36,8.12
Todiramphus macleayii,0.58,1.17,7.52
Todiramphus albonotatus,0.69,1.33,7.72
Todiramphus leucopygius,0.69,1.38,8.19
Todiramphus farquhari,0.68,1.33,8.11
Todiramphus funebris,0.76,1.52,8.98
Todiramphus chloris,0.74,1.56,9.12
