Avibase.ID,Species1_BirdLife,Species2_eBird,Species3_BirdTree
AVIBASE-750BD451,Ailuroedus melanotis,Ailuroedus melanotis,Ailuroedus melanotis
AVIBASE-9302CA3D,Ailuroedus melanotis,NA ,Ailuroedus melanotis
AVIBASE-D787A400,Aimophila notosticta,Aimophila notosticta,Aimophila notosticta
AVIBASE-B1BE75EB,Aimophila rufescens,Aimophila rufescens,Aimophila rufescens
AVIBASE-7784B060,Aimophila ruficeps,Aimophila ruficeps,Aimophila ruficeps
AVIBASE-E1714A09,Aix galericulata,Aix galericulata,Aix galericulata
AVIBASE-27B2749A,Aix sponsa,Aix sponsa,Aix sponsa
AVIBASE-1CE684D6,Akletos goeldii,Akletos goeldii,Myrmeciza goeldii
AVIBASE-B1392808,Akletos melanoceps,Akletos melanoceps,Myrmeciza melanoceps
AVIBASE-3E4513D9,Alaemon alaudipes,Alaemon alaudipes,Alaemon alaudipes
AVIBASE-8A913C34,Alaemon hamertoni,Alaemon hamertoni,Alaemon hamertoni
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda arvensis
AVIBASE-ED2AC04E,Alauda arvensis,Alauda arvensis,Alauda japonica
AVIBASE-E988F1D5,Alauda gulgula,Alauda gulgula,Alauda gulgula
AVIBASE-400B3679,Alauda leucoptera,Alauda leucoptera,Melanocorypha leucoptera
AVIBASE-359C16F5,Alauda razae,Alauda razae,Alauda razae
AVIBASE-862C271E,Alaudala raytal,Alaudala raytal,Calandrella raytal
AVIBASE-FE1FE185,Alaudala rufescens,Alaudala rufescens,Calandrella rufescens
AVIBASE-399A4A3E,Alaudala rufescens,Alaudala cheleensis,Calandrella cheleensis
AVIBASE-61CECCA7,Alaudala somalica,Alaudala somalica,Calandrella somalica
AVIBASE-64F4DD81,Alca torda,Alca torda,Alca torda
AVIBASE-9505E03D,Alcedo atthis,Alcedo atthis,Alcedo atthis
AVIBASE-8999E4A9,Alcedo coerulescens,Alcedo coerulescens,Alcedo coerulescens
AVIBASE-64A8A820,Alcedo euryzona,Alcedo euryzona,Alcedo euryzona
AVIBASE-56A1C8E5,Alcedo hercules,Alcedo hercules,Alcedo hercules
AVIBASE-39629250,Alcedo meninting,Alcedo meninting,Alcedo meninting
AVIBASE-9C5F80D9,Alcedo peninsulae,Alcedo euryzona,Alcedo euryzona
AVIBASE-A376DE65,Alcedo quadribrachys,Alcedo quadribrachys,Alcedo quadribrachys
AVIBASE-F9F5CAB0,Alcedo semitorquata,Alcedo semitorquata,Alcedo semitorquata
AVIBASE-2EAEE9C9,Alcippe brunneicauda,Alcippe brunneicauda,Alcippe brunneicauda
AVIBASE-F2E3ABD3,Alcippe grotei,Alcippe grotei,Alcippe grotei
AVIBASE-F8788273,Alcippe morrisonia,Alcippe morrisonia,Alcippe morrisonia
AVIBASE-735DD267,Alcippe nipalensis,Alcippe nipalensis,Alcippe nipalensis
AVIBASE-493A2E85,Alcippe peracensis,Alcippe peracensis,Alcippe peracensis
AVIBASE-E4C78D6C,Alcippe poioicephala,Alcippe poioicephala,Alcippe poioicephala
AVIBASE-C2737F2A,Alcippe pyrrhoptera,Alcippe pyrrhoptera,Alcippe pyrrhoptera
AVIBASE-AF1E4A9B,Alcurus striatus,Pycnonotus striatus,Pycnonotus striatus
AVIBASE-1F4DF785,Aleadryas rufinucha,Aleadryas rufinucha,Aleadryas rufinucha
AVIBASE-D44B2846,Alectoris barbara,Alectoris barbara,Alectoris barbara
AVIBASE-87CBEBF7,Alectoris chukar,Alectoris chukar,Alectoris chukar
AVIBASE-44437074,Alectoris graeca,Alectoris graeca,Alectoris graeca
AVIBASE-CFA35E8A,Alectoris magna,Alectoris magna,Alectoris magna
AVIBASE-083811EB,Alectoris melanocephala,Alectoris melanocephala,Alectoris melanocephala
AVIBASE-123F3941,Alectoris philbyi,Alectoris philbyi,Alectoris philbyi
AVIBASE-F71E0BE6,Alectoris rufa,Alectoris rufa,Alectoris rufa
AVIBASE-F87511B3,Alectroenas madagascariensis,Alectroenas madagascariensis,Alectroenas madagascariensis
AVIBASE-576B77A3,Alectroenas pulcherrimus,Alectroenas pulcherrimus,Alectroenas pulcherrima
AVIBASE-E396A643,Alectroenas sganzini,Alectroenas sganzini,Alectroenas sganzini
AVIBASE-C93300CA,Alectrurus risora,Alectrurus risora,Alectrurus risora
AVIBASE-E78E6487,Alectrurus tricolor,Alectrurus tricolor,Alectrurus tricolor
AVIBASE-6BD20F58,Alectura lathami,Alectura lathami,Alectura lathami
AVIBASE-DA4D7386,Alethe castanea,Alethe castanea,Alethe diademata
AVIBASE-ECD2AB67,Alethe diademata,Alethe diademata,Alethe diademata
AVIBASE-69F1E2FC,Alexandrinus eques,Psittacula eques,Psittacula eques
AVIBASE-6B1CFC3C,Alexandrinus krameri,Psittacula krameri,Psittacula krameri
AVIBASE-032F4AC2,Alipiopsitta xanthops,Alipiopsitta xanthops,Alipiopsitta xanthops
AVIBASE-893EB5E1,Alisterus amboinensis,Alisterus amboinensis,Alisterus amboinensis
AVIBASE-E2674F04,Alisterus chloropterus,Alisterus chloropterus,Alisterus chloropterus
AVIBASE-29DB0309,Alisterus scapularis,Alisterus scapularis,Alisterus scapularis
AVIBASE-B0932D89,Alle alle,Alle alle,Alle alle
AVIBASE-C146593B,Allenia fusca,Allenia fusca,Margarops fuscus
AVIBASE-51D9E97E,Alopecoenas beccarii,Alopecoenas beccarii,Gallicolumba beccarii
AVIBASE-40866A35,Alopecoenas canifrons,Alopecoenas canifrons,Gallicolumba canifrons
AVIBASE-DD2985FA,Alopecoenas erythropterus,Alopecoenas erythropterus,Gallicolumba erythroptera
AVIBASE-CD21DBC9,Alopecoenas hoedtii,Alopecoenas hoedtii,Gallicolumba hoedtii
AVIBASE-424F7705,Alopecoenas jobiensis,Alopecoenas jobiensis,Gallicolumba jobiensis
AVIBASE-A8329D59,Alopecoenas johannae,Alopecoenas beccarii,Gallicolumba beccarii
AVIBASE-2E50E5DA,Alopecoenas kubaryi,Alopecoenas kubaryi,Gallicolumba kubaryi
AVIBASE-AA66FD08,Alopecoenas rubescens,Alopecoenas rubescens,Gallicolumba rubescens
AVIBASE-C7C949AE,Alopecoenas sanctaecrucis,Alopecoenas sanctaecrucis,Gallicolumba sanctaecrucis
AVIBASE-39CA325C,Alopecoenas stairi,Alopecoenas stairi,Gallicolumba stairi
AVIBASE-41AF6D10,Alopecoenas xanthonurus,Alopecoenas xanthonurus,Gallicolumba xanthonura
AVIBASE-AE002A11,Alophoixus bres,Alophoixus bres,Alophoixus bres
AVIBASE-31754E31,Alophoixus flaveolus,Alophoixus flaveolus,Alophoixus flaveolus
AVIBASE-50D0244D,Alophoixus frater,Alophoixus frater,Alophoixus bres
AVIBASE-D02FCDDF,Alophoixus griseiceps,Alophoixus pallidus,Alophoixus pallidus
AVIBASE-2BC35886,Alophoixus ochraceus,Alophoixus ochraceus,Alophoixus ochraceus
AVIBASE-20A0A35C,Alophoixus pallidus,Alophoixus pallidus,Alophoixus pallidus
AVIBASE-3499C2A5,Alophoixus phaeocephalus,Alophoixus phaeocephalus,Alophoixus phaeocephalus
AVIBASE-8668C778,Alophoixus ruficrissus,Alophoixus ruficrissus,Alophoixus ochraceus
AVIBASE-CA0141A1,Alophoixus tephrogenys,Alophoixus tephrogenys,Alophoixus bres
AVIBASE-355CAC4F,Alopochelidon fucata,Alopochelidon fucata,Alopochelidon fucata
AVIBASE-DA2F24E3,Alopochen aegyptiaca,Alopochen aegyptiaca,Alopochen aegyptiaca
AVIBASE-13BE59E4,Amadina erythrocephala,Amadina erythrocephala,Amadina erythrocephala
AVIBASE-CDDA63E0,Amadina fasciata,Amadina fasciata,Amadina fasciata
AVIBASE-F6555990,Amalocichla incerta,Amalocichla incerta,Amalocichla incerta
AVIBASE-90FA38FF,Amalocichla sclateriana,Amalocichla sclateriana,Amalocichla sclateriana
AVIBASE-F30FC757,Amandava amandava,Amandava amandava,Amandava amandava
AVIBASE-7423EBDD,Amandava formosa,Amandava formosa,Amandava formosa
AVIBASE-ECC40D44,Amandava subflava,Amandava subflava,Amandava subflava
AVIBASE-47CB67FD,Amaurocichla bocagii,Motacilla bocagii,Amaurocichla bocagei
AVIBASE-C25C4DCB,Amaurolimnas concolor,Amaurolimnas concolor,Amaurolimnas concolor
AVIBASE-498A4369,Amaurornis cinerea,Poliolimnas cinereus,Porzana cinerea
AVIBASE-535DB169,Amaurornis isabellina,Amaurornis isabellina,Amaurornis isabellina
AVIBASE-A5928AAE,Amaurornis magnirostris,Amaurornis magnirostris,Amaurornis magnirostris
AVIBASE-13967506,Amaurornis marginalis,Amaurornis marginalis,Aenigmatolimnas marginalis
AVIBASE-8CB46BDE,Amaurornis moluccana,Amaurornis moluccana,Amaurornis moluccana
AVIBASE-907D1FEC,Amaurornis olivacea,Amaurornis olivacea,Amaurornis olivacea
AVIBASE-F53518E3,Amaurornis phoenicurus,Amaurornis phoenicurus,Amaurornis phoenicurus
AVIBASE-87CC9A17,Amaurospiza moesta,Amaurospiza moesta,Amaurospiza moesta
AVIBASE-9551017F,Amaurospiza moesta,Amaurospiza concolor,Amaurospiza concolor
AVIBASE-6A6CD2CA,Amaurospiza moesta,Amaurospiza concolor,Amaurospiza concolor
AVIBASE-CFD25837,Amaurospiza moesta,Amaurospiza concolor,Amaurospiza concolor
AVIBASE-3F4E1FD9,Amaurospiza relicta,Amaurospiza concolor,Amaurospiza concolor
AVIBASE-CDB37FB8,Amazilia alfaroana,Saucerottia cyanifrons,Amazilia cyanifrons
AVIBASE-98B261C6,Amazilia amabilis,Polyerata amabilis,Amazilia amabilis
AVIBASE-62AFA922,Amazilia amazilia,Amazilis amazilia,Amazilia amazilia
AVIBASE-DC2C4D3F,Amazilia bartletti,Chionomesa lactea,Amazilia lactea
AVIBASE-EDCAC4EA,Amazilia beryllina,Saucerottia beryllina,Amazilia beryllina
AVIBASE-837E6B04,Amazilia boucardi,Amazilia boucardi,Amazilia boucardi
AVIBASE-90782929,Amazilia brevirostris,Chrysuronia brevirostris,Amazilia brevirostris
AVIBASE-D6040531,Amazilia candida,Chlorestes candida,Amazilia candida
AVIBASE-73879DB0,Amazilia castaneiventris,Saucerottia castaneiventris,Amazilia castaneiventris
AVIBASE-18C03F5D,Amazilia chionogaster,Elliotomyia chionogaster,Amazilia chionogaster
AVIBASE-B507381B,Amazilia chrysura,Hylocharis chrysura,Hylocharis chrysura
AVIBASE-D3D0C21B,Amazilia coeruleogularis,Chrysuronia coeruleogularis,Lepidopyga coeruleogularis
AVIBASE-B6547FA5,Amazilia cupreicauda,Saucerottia viridigaster,Amazilia viridigaster
AVIBASE-E9468157,Amazilia cyanifrons,Saucerottia cyanifrons,Amazilia cyanifrons
AVIBASE-822E745E,Amazilia cyanocephala,Saucerottia cyanocephala,Amazilia cyanocephala
AVIBASE-33C0BBAE,Amazilia cyanura,Saucerottia cyanura,Amazilia cyanura
AVIBASE-8564ACE3,Amazilia cyanus,Chlorestes cyanus,Hylocharis cyanus
AVIBASE-F3516A3B,Amazilia decora,Polyerata decora,Amazilia decora
AVIBASE-A5F5E555,Amazilia edward,Saucerottia edward,Amazilia edward
AVIBASE-1939B2C8,Amazilia eliciae,Chlorestes eliciae,Hylocharis eliciae
AVIBASE-A04DA8F1,Amazilia fimbriata,Chionomesa fimbriata,Amazilia fimbriata
AVIBASE-3FFAFC07,Amazilia franciae,Uranomitra franciae,Amazilia franciae
AVIBASE-2BE9465C,Amazilia goudoti,Chrysuronia goudoti,Lepidopyga goudoti
AVIBASE-D4920C92,Amazilia grayi,Chrysuronia grayi,Hylocharis grayi
AVIBASE-8BF8D468,Amazilia humboldtii,Chrysuronia humboldtii,Hylocharis humboldtii
AVIBASE-F730C44E,Amazilia julie,Chlorestes julie,Damophila julie
AVIBASE-F22D0759,Amazilia lactea,Chionomesa lactea,Amazilia lactea
AVIBASE-FB0419E0,Amazilia leucogaster,Chrysuronia leucogaster,Amazilia leucogaster
AVIBASE-7AADCEC0,Amazilia lilliae,Chrysuronia lilliae,Lepidopyga lilliae
AVIBASE-B1DACE3B,Amazilia luciae,Amazilia luciae,Amazilia luciae
AVIBASE-1E1E7878,Amazilia oenone,Chrysuronia oenone,Chrysuronia oenone
AVIBASE-2F2D76A4,Amazilia rosenbergi,Polyerata rosenbergi,Amazilia rosenbergi
AVIBASE-26A37098,Amazilia rutila,Amazilia rutila,Amazilia rutila
AVIBASE-584DC7EF,Amazilia sapphirina,Hylocharis sapphirina,Hylocharis sapphirina
AVIBASE-D51213D3,Amazilia saucerottei,Saucerottia saucerottei,Amazilia saucerrottei
AVIBASE-0595E528,Amazilia saucerottei,Saucerottia hoffmanni,Amazilia saucerrottei
AVIBASE-8FBB6521,Amazilia tobaci,Saucerottia tobaci,Amazilia tobaci
AVIBASE-7739D5A5,Amazilia tzacatl,Amazilia tzacatl,Amazilia tzacatl
AVIBASE-9CAB5D95,Amazilia versicolor,Chrysuronia versicolor,Amazilia versicolor
AVIBASE-824C89C3,Amazilia violiceps,Leucolia violiceps,Amazilia violiceps
AVIBASE-8F6E114E,Amazilia viridicauda,Elliotomyia viridicauda,Amazilia viridicauda
AVIBASE-16219C14,Amazilia viridifrons,Leucolia viridifrons,Amazilia viridifrons
AVIBASE-2E35624C,Amazilia viridigaster,Saucerottia viridigaster,Amazilia viridigaster
AVIBASE-2D27A0AA,Amazilia wagneri,Leucolia viridifrons,Amazilia viridifrons
AVIBASE-76D9954B,Amazilia yucatanensis,Amazilia yucatanensis,Amazilia yucatanensis
AVIBASE-4B268FD2,Amazona aestiva,Amazona aestiva,Amazona aestiva
AVIBASE-EE676594,Amazona agilis,Amazona agilis,Amazona agilis
AVIBASE-DD669F07,Amazona albifrons,Amazona albifrons,Amazona albifrons
AVIBASE-0F2066D5,Amazona amazonica,Amazona amazonica,Amazona amazonica
AVIBASE-D1E2E2F9,Amazona arausiaca,Amazona arausiaca,Amazona arausiaca
AVIBASE-74D1AE14,Amazona auropalliata,Amazona auropalliata,Amazona auropalliata
AVIBASE-56EC9CA9,Amazona autumnalis,Amazona autumnalis,Amazona autumnalis
AVIBASE-F2DFC4C1,Amazona autumnalis,Amazona autumnalis,Amazona autumnalis
AVIBASE-CA4C6B17,Amazona barbadensis,Amazona barbadensis,Amazona barbadensis
AVIBASE-CB22967B,Amazona bodini,Amazona festiva,Amazona festiva
AVIBASE-5A7AF4AE,Amazona brasiliensis,Amazona brasiliensis,Amazona brasiliensis
AVIBASE-03EC041F,Amazona collaria,Amazona collaria,Amazona collaria
AVIBASE-7539A5FF,Amazona diadema,Amazona autumnalis,Amazona autumnalis
AVIBASE-7B534E0C,Amazona dufresniana,Amazona dufresniana,Amazona dufresniana
AVIBASE-77721E6B,Amazona farinosa,Amazona farinosa,Amazona farinosa
AVIBASE-76A116AB,Amazona festiva,Amazona festiva,Amazona festiva
AVIBASE-66C32CC9,Amazona finschi,Amazona finschi,Amazona finschi
AVIBASE-D0D63FF1,Amazona guatemalae,Amazona farinosa,Amazona farinosa
AVIBASE-62AFC876,Amazona guildingii,Amazona guildingii,Amazona guildingii
AVIBASE-B78B2F83,Amazona imperialis,Amazona imperialis,Amazona imperialis
AVIBASE-7F4458FE,Amazona kawalli,Amazona kawalli,Amazona kawalli
AVIBASE-8B2843E8,Amazona leucocephala,Amazona leucocephala,Amazona leucocephala
AVIBASE-1F11D1B1,Amazona lilacina,Amazona autumnalis,Amazona autumnalis
AVIBASE-CED01CA4,Amazona mercenarius,Amazona mercenarius,Amazona mercenaria
AVIBASE-45BCA1AA,Amazona ochrocephala,Amazona ochrocephala,Amazona ochrocephala
AVIBASE-F9D03943,Amazona oratrix,Amazona oratrix,Amazona oratrix
AVIBASE-EFA0861B,Amazona pretrei,Amazona pretrei,Amazona pretrei
AVIBASE-8FC55431,Amazona rhodocorytha,Amazona rhodocorytha,Amazona rhodocorytha
AVIBASE-D50220E9,Amazona tucumana,Amazona tucumana,Amazona tucumana
AVIBASE-766B3C30,Amazona ventralis,Amazona ventralis,Amazona ventralis
AVIBASE-2156EB72,Amazona versicolor,Amazona versicolor,Amazona versicolor
AVIBASE-0FF89B76,Amazona vinacea,Amazona vinacea,Amazona vinacea
AVIBASE-B1595124,Amazona viridigenalis,Amazona viridigenalis,Amazona viridigenalis
AVIBASE-E4507DF6,Amazona vittata,Amazona vittata,Amazona vittata
AVIBASE-E0993B27,Amazona xantholora,Amazona xantholora,Amazona xantholora
AVIBASE-DDFC6B2B,Amazonetta brasiliensis,Amazonetta brasiliensis,Amazonetta brasiliensis
AVIBASE-8DAADD7F,Amblycercus holosericeus,Amblycercus holosericeus,Amblycercus holosericeus
AVIBASE-E3562196,Amblyornis flavifrons,Amblyornis flavifrons,Amblyornis flavifrons
AVIBASE-EFFD142D,Amblyornis inornata,Amblyornis inornata,Amblyornis inornata
AVIBASE-989FE32C,Amblyornis macgregoriae,Amblyornis macgregoriae,Amblyornis macgregoriae
AVIBASE-F6FFF57D,Amblyornis subalaris,Amblyornis subalaris,Amblyornis subalaris
AVIBASE-C7708C70,Amblyospiza albifrons,Amblyospiza albifrons,Amblyospiza albifrons
AVIBASE-50F297CC,Amblyramphus holosericeus,Amblyramphus holosericeus,Amblyramphus holosericeus
AVIBASE-02E3ACBD,Ammodramus aurifrons,Ammodramus aurifrons,Ammodramus aurifrons
AVIBASE-7C74D0E3,Ammodramus humeralis,Ammodramus humeralis,Ammodramus humeralis
AVIBASE-5BFFE091,Ammodramus savannarum,Ammodramus savannarum,Ammodramus savannarum
AVIBASE-20A0844D,Ammomanes cinctura,Ammomanes cinctura,Ammomanes cinctura
AVIBASE-A977348D,Ammomanes deserti,Ammomanes deserti,Ammomanes deserti
AVIBASE-0E1F8A50,Ammomanes phoenicura,Ammomanes phoenicura,Ammomanes phoenicura
AVIBASE-9E0E6D4E,Ammomanopsis grayi,Ammomanopsis grayi,Ammomanes grayi
AVIBASE-6688FCFD,Ammonastes pelzelni,Ammonastes pelzelni,Myrmeciza pelzelni
AVIBASE-439AFD40,Ammoperdix griseogularis,Ammoperdix griseogularis,Ammoperdix griseogularis
AVIBASE-CD83E49E,Ammoperdix heyi,Ammoperdix heyi,Ammoperdix heyi
AVIBASE-79C9C8C4,Ammospiza caudacuta,Ammospiza caudacuta,Ammodramus caudacutus
AVIBASE-B656B15D,Ammospiza leconteii,Ammospiza leconteii,Ammodramus leconteii
AVIBASE-0F81304F,Ammospiza maritima,Ammospiza maritima,Ammodramus maritimus
AVIBASE-727D994F,Ammospiza nelsoni,Ammospiza nelsoni,Ammodramus nelsoni
AVIBASE-79264228,Ampeliceps coronatus,Ampeliceps coronatus,Ampeliceps coronatus
AVIBASE-4D9E317C,Ampelioides tschudii,Ampelioides tschudii,Ampelioides tschudii
AVIBASE-C5B2624D,Ampelion rubrocristatus,Ampelion rubrocristatus,Ampelion rubrocristatus
AVIBASE-2ED22C83,Ampelion rufaxilla,Ampelion rufaxilla,Ampelion rufaxilla
AVIBASE-F705E3F2,Ampelornis griseiceps,Ampelornis griseiceps,Myrmeciza griseiceps
AVIBASE-875A131F,Amphilais seebohmi,Bradypterus seebohmi,Amphilais seebohmi
AVIBASE-A0F29F1E,Amphispiza bilineata,Amphispiza bilineata,Amphispiza bilineata
AVIBASE-8C954D4E,Amphispiza quinquestriata,Amphispizopsis quinquestriata,Aimophila quinquestriata
AVIBASE-B6493526,Amytornis ballarae,Amytornis ballarae,Amytornis ballarae
AVIBASE-DF425A48,Amytornis barbatus,Amytornis barbatus,Amytornis barbatus
AVIBASE-715A8FDD,Amytornis dorotheae,Amytornis dorotheae,Amytornis dorotheae
AVIBASE-DEF58D26,Amytornis goyderi,Amytornis goyderi,Amytornis goyderi
AVIBASE-7187B6CF,Amytornis housei,Amytornis housei,Amytornis housei
AVIBASE-63D1DCD1,Amytornis merrotsyi,Amytornis merrotsyi,Amytornis merrotsyi
AVIBASE-C2A97FCD,Amytornis modestus,Amytornis modestus,Amytornis textilis
AVIBASE-0E798C7D,Amytornis purnelli,Amytornis purnelli,Amytornis purnelli
AVIBASE-A860A9AA,Amytornis striatus,Amytornis striatus,Amytornis striatus
AVIBASE-7157DFC1,Amytornis textilis,Amytornis textilis,Amytornis textilis
AVIBASE-51CF00C2,Amytornis woodwardi,Amytornis woodwardi,Amytornis woodwardi
AVIBASE-F31BDBD7,Anabacerthia amaurotis,Anabacerthia amaurotis,Anabacerthia amaurotis
AVIBASE-5A7FA9E2,Anabacerthia lichtensteini,Anabacerthia lichtensteini,Philydor lichtensteini
AVIBASE-861926AE,Anabacerthia ruficaudata,Anabacerthia ruficaudata,Philydor ruficaudatum
AVIBASE-A499C7BE,Anabacerthia striaticollis,Anabacerthia striaticollis,Anabacerthia striaticollis
AVIBASE-C9861D7F,Anabacerthia variegaticeps,Anabacerthia variegaticeps,Anabacerthia variegaticeps
AVIBASE-4834AB04,Anabathmis hartlaubii,Anabathmis hartlaubii,Nectarinia hartlaubii
AVIBASE-BFA9B759,Anabathmis newtonii,Anabathmis newtonii,Nectarinia newtonii
AVIBASE-9B953393,Anabathmis reichenbachii,Anabathmis reichenbachii,Nectarinia reichenbachii
AVIBASE-B76C2D94,Anabazenops dorsalis,Anabazenops dorsalis,Anabazenops dorsalis
AVIBASE-902B9EEB,Anabazenops fuscus,Anabazenops fuscus,Anabazenops fuscus
AVIBASE-6B005E46,Anairetes alpinus,Anairetes alpinus,Anairetes alpinus
AVIBASE-DD908FC1,Anairetes fernandezianus,Anairetes fernandezianus,Anairetes fernandezianus
AVIBASE-7C1ABA06,Anairetes flavirostris,Anairetes flavirostris,Anairetes flavirostris
AVIBASE-3F9E2867,Anairetes nigrocristatus,Anairetes nigrocristatus,Anairetes nigrocristatus
AVIBASE-2B0C9AD5,Anairetes parulus,Anairetes parulus,Anairetes parulus
AVIBASE-887106AC,Anairetes reguloides,Anairetes reguloides,Anairetes reguloides
AVIBASE-ECE36984,Anaplectes jubaensis,Anaplectes rubriceps,Anaplectes rubriceps
AVIBASE-4B8D1BAD,Anaplectes leuconotos,Anaplectes rubriceps,Anaplectes rubriceps
AVIBASE-6F711277,Anaplectes rubriceps,Anaplectes rubriceps,Anaplectes rubriceps
AVIBASE-719334FB,Anarhynchus frontalis,Anarhynchus frontalis,Anarhynchus frontalis
AVIBASE-56CCA717,Anas acuta,Anas acuta,Anas acuta
AVIBASE-EDB1BDAA,Anas albogularis,Anas albogularis,Anas gibberifrons
AVIBASE-0642F0F9,Anas andium,Anas andium,Anas andium
AVIBASE-92C1E596,Anas aucklandica,Anas aucklandica,Anas aucklandica
AVIBASE-D2F97D13,Anas bahamensis,Anas bahamensis,Anas bahamensis
AVIBASE-7CBD0D73,Anas bernieri,Anas bernieri,Anas bernieri
AVIBASE-25DA0F41,Anas capensis,Anas capensis,Anas capensis
AVIBASE-BC6C3CCE,Anas carolinensis,Anas crecca,Anas crecca
AVIBASE-DBF66606,Anas castanea,Anas castanea,Anas castanea
AVIBASE-DF842C45,Anas chlorotis,Anas chlorotis,Anas chlorotis
AVIBASE-BC6C3CCE,Anas crecca,Anas crecca,Anas crecca
AVIBASE-8899CF64,Anas eatoni,Anas eatoni,Anas eatoni
AVIBASE-8F6876AC,Anas erythrorhyncha,Anas erythrorhyncha,Anas erythrorhyncha
AVIBASE-D4263C69,Anas flavirostris,Anas flavirostris,Anas flavirostris
AVIBASE-697B933E,Anas fulvigula,Anas fulvigula,Anas fulvigula
AVIBASE-B940CCD5,Anas georgica,Anas georgica,Anas georgica
AVIBASE-EC92E98D,Anas gibberifrons,Anas gibberifrons,Anas gibberifrons
AVIBASE-9CBAFD8F,Anas gracilis,Anas gracilis,Anas gracilis
AVIBASE-3F444E5A,Anas laysanensis,Anas laysanensis,Anas laysanensis
AVIBASE-9AA3E5C2,Anas luzonica,Anas luzonica,Anas luzonica
AVIBASE-9BA03AF9,Anas melleri,Anas melleri,Anas melleri
AVIBASE-E804C52B,Anas nesiotis,Anas nesiotis,Anas nesiotis
AVIBASE-85625D75,Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos
AVIBASE-759C5EB8,Anas poecilorhyncha,Anas poecilorhyncha,Anas poecilorhyncha
AVIBASE-C732CB10,Anas rubripes,Anas rubripes,Anas rubripes
AVIBASE-1EAFAD9F,Anas sparsa,Anas sparsa,Anas sparsa
AVIBASE-07479AD9,Anas superciliosa,Anas superciliosa,Anas superciliosa
AVIBASE-7F64AD87,Anas undulata,Anas undulata,Anas undulata
AVIBASE-250EA983,Anas wyvilliana,Anas wyvilliana,Anas wyvilliana
